year,geo_id,geolocation,level,location,historical,hist_country,disastertype,disasterno,latitude,longitude,temperature,,,YearT,TempT
2010,7961,Chennai,2,Chennai,0,NA,flood,2010-0629,13.04849576,80.23437074,0.73,,,,
2010,7980,Cuddalore,2,Cuddalore,0,NA,flood,2010-0629,11.52490531,79.44715025,0.73,,,,
2010,8523,Nagappattinam,2,Nagapattinam,0,NA,flood,2010-0629,10.86120155,79.73576795,0.73,,,,
2010,8642,Pudukkottai,2,Pudukottai,0,NA,flood,2010-0629,10.3416504,78.86744128,0.73,,,,
2010,8698,Ramanathapuram,2,Ramanthapuram,0,NA,flood,2010-0629,9.439387677,78.68104303,0.73,,,,
2010,8818,Thanjavur,2,Thanjavur,0,NA,flood,2010-0629,10.65639586,79.22342874,0.73,,,,
2010,8829,Thiruvarur,2,Thiruvarur,0,NA,flood,2010-0629,10.67184836,79.53370082,0.73,,,,
2010,8842,Tirunelveli,2,Tirunelvelli,0,NA,flood,2010-0629,8.789788196,77.52245428,0.73,,,,
2010,8854,Tuticorin,3,Tuticorin,0,NA,flood,2010-0629,8.758004678,78.05390661,0.73,,,,
2010,8942,Viluppuram,2,Villupuram,0,NA,flood,2010-0629,11.96003858,79.28421145,0.73,,,,
2010,8634,Prakasam,2,Prakasam,0,NA,storm,2010-0198,15.6113679,79.50950386,0.73,,,,
2010,7805,Assam,1,Assam,0,NA,storm,2010-0171,26.35712666,92.82850571,#REF!,,,,
2010,7920,Bihar,1,Bihar,0,NA,storm,2010-0171,25.67955598,85.60447908,0.73,,,,
2010,7921,Bihar,1,Bihar,0,NA,storm,2010-0177,25.67955598,85.60447908,0.73,,,,
2010,8804,Tamil Nadu,1,Tamil Nadu state,0,NA,storm,2010-0198,13.45798035,80.25398335,0.73,,,,
2010,7806,Assam,1,Assam,0,NA,flood,2010-0276,26.35712666,92.82850571,0.73,,,,
2010,8656,Punjab,1,Punjab,0,NA,flood,2010-0276,30.8418287,75.40846841,0.73,,,,
2010,8011,Delhi,3,New Delhi,0,NA,flood,2010-0321,28.64798149,77.10852932,0.73,,,,
2010,8223,Jammu And Kashmir,1,Cholglamsar,0,NA,flood,2010-0373,33.75977094,76.61304379,0.73,,,,
2010,7922,Bihar,1,Bihar,0,NA,storm,2010-0428,25.67955598,85.60447908,0.73,,,,
2010,8235,Jharkhand,1,Jharkhand,0,NA,storm,2010-0428,23.65444084,85.55791494,0.73,,,,
2010,8404,Lakhimpur,2,Lakhimpur,0,NA,flood,2010-0416,27.17536039,94.13589219,0.73,,,,
2010,8147,Haryana,1,Haryana,0,NA,flood,2010-0493,29.19963008,76.33311876,0.73,,,,
2010,8657,Punjab,1,Punjab,0,NA,flood,2010-0493,30.8418287,75.40846841,0.73,,,,
2010,7923,Bihar,1,Bihar state,0,NA,flood,2010-0492,25.67955598,85.60447908,0.73,,,,
2010,8994,West Bengal,1,Bengal Occidental,0,NA,storm,2010-0171,23.81595215,87.98089998,0.73,,,,
2010,8897,Uttar Pradesh,1,Uttar Pradesh,0,NA,storm,2010-0177,26.92542523,80.56098215,0.73,,,,
2010,7745,Andhra Pradesh,1,Andhra Pradesh,0,NA,flood,2010-0283,15.71260766,79.92713851,0.73,,,,
2010,8337,Kerala,1,Kerala,0,NA,flood,2010-0276,10.45089774,76.4057486,0.73,,,,
2010,8899,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2010-0493,26.92542523,80.56098215,0.73,,,,
2010,8900,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2010-0492,26.92542523,80.56098215,0.73,,,,
2010,7747,Andhra Pradesh,1,Andhra Pradesh,0,NA,storm,2010-0693,15.71260766,79.92713851,0.73,,,,
2011,7840,Balrampur,2,Balrampur,0,NA,flood,2011-0428,23.58822749,83.49431398,#REF!,,,,
2011,7853,Barabanki,2,Barabanki,0,NA,flood,2011-0428,26.91728521,81.37096984,0.61,,,,
2011,8044,Faizabad,2,Faizabad,0,NA,flood,2011-0428,26.63350527,82.07168993,0.61,,,,
2011,8023,Dhemaji,2,Demaji district,0,NA,flood,2011-0422,27.58774856,94.77483408,0.61,,,,
2011,8256,Kamrup,2,Eastern Assam,0,NA,flood,2011-0422,26.10199199,91.42628315,0.61,,,,
2011,7757,Anugul,2,Angul,0,NA,flood,2011-0371,20.98189206,84.90308876,0.61,,,,
2011,7860,Bargarh,2,Bargarh,0,NA,flood,2011-0371,21.21540612,83.34469613,0.61,,,,
2011,7877,Bhadrak,2,Bhadrak,0,NA,flood,2011-0371,20.97856004,86.61667215,0.61,,,,
2011,7989,Cuttack,2,Subarnapur Cuttack,0,NA,flood,2011-0371,20.44239318,85.6982686,0.61,,,,
2011,8014,Deoghar,2,Deogarh,0,NA,flood,2011-0371,24.32656031,86.73476158,0.61,,,,
2011,8027,Dhenkanal,2,Dhankanal,0,NA,flood,2011-0371,20.82055836,85.51878477,0.61,,,,
2011,8187,Jagatsinghapur,2,Jagatsinghpur,0,NA,flood,2011-0371,20.21756098,86.32964206,0.61,,,,
2011,8199,Jajapur,2,Jajapur,0,NA,flood,2011-0371,20.8497324,86.14624701,0.61,,,,
2011,8238,Jharsuguda,2,Jharsuguda,0,NA,flood,2011-0371,21.80337235,83.94901326,0.61,,,,
2011,8310,Kendrapara,2,Kendraprada,0,NA,flood,2011-0371,20.54637395,86.60225642,0.61,,,,
2011,8354,Khordha,2,Khurda,0,NA,flood,2011-0371,20.08247851,85.50483769,0.61,,,,
2011,8487,Mayurbhanj,2,Mayurbhanj,0,NA,flood,2011-0371,21.890497,86.40634462,0.61,,,,
2011,8547,Nayagarh,2,Nayagarth,0,NA,flood,2011-0371,20.20652947,84.99328054,0.61,,,,
2011,8559,Nuapada,2,Nuapada,0,NA,flood,2011-0371,20.4601684,82.57037941,0.61,,,,
2011,8719,Sambalpur,2,Sambalpur,0,NA,flood,2011-0371,21.44647928,84.2741026,0.61,,,,
2011,8072,Gonda,2,Gonda,0,NA,flood,2011-0428,27.08773605,82.0125259,0.61,,,,
2011,7836,Baleshwar,2,Basalore,0,NA,flood,2011-0371,21.4888982,86.90431345,0.61,,,,
2011,7868,Bauda,2,Boudh,0,NA,flood,2011-0371,20.64143504,84.17072091,0.61,,,,
2011,8666,Puri,2,Puri,0,NA,flood,2011-0371,19.86576549,85.69842138,0.61,,,,
2011,30084,Dhemaji,2,Demaji district ,0,NA,flood,2011-0422,27.5903576,94.78022274,0.61,,,,
2011,8921,Uttarakhand,1,Uttarakhand,0,NA,flood,2011-0647,30.15643883,79.1981016,#REF!,,,,
2011,8687,Rajasthan,1,Rajasthan,0,NA,flood,2011-0428,26.58324787,73.84787426,0.61,,,,
2011,8495,Meghalaya,1,Meghalaya,0,NA,flood,2011-0422,25.5367155,91.28008112,0.61,,,,
2011,7981,Cuddalore,2,Cuddalore,0,NA,storm,2011-0566,11.52490531,79.44715025,#REF!,,,,
2011,8297,Karnataka,1,Karnataka state,0,NA,storm,2011-0593,14.7051803,76.16643556,0.61,,,,
2011,8901,Uttar Pradesh,1,Uttar Pradesh,0,NA,storm,2011-0176,26.92542523,80.56098215,0.61,,,,
2011,8902,Uttar Pradesh,1,Uttar pradesh,0,NA,flood,2011-0647,26.92542523,80.56098215,0.61,,,,
2011,8995,West Bengal,1,West Bengal,0,NA,flood,2011-0327,23.81595215,87.98089998,0.61,,,,
2011,8600,Odisha,1,Orissa state,0,NA,flood,2011-0473,20.50542802,84.41805896,0.61,,,,
2011,8639,Puducherry,1,Puducherry,0,NA,storm,2011-0566,11.88265788,78.86498023,#REF!,,,,
2011,30082,Meghalaya,1, western parts Meghalaya,0,NA,flood,2011-0422,25.53572746,91.2783037,0.61,,,,
2012,7865,Barpeta,2,Barpeta,0,NA,flood,2012-0179,26.33685532,91.003862,#REF!,,,,
2012,7943,Bongaigaon,2,Bongaigaon,0,NA,flood,2012-0179,26.34552612,90.61339899,0.65,,,,
2012,7971,Chirang,2,Chirang,0,NA,flood,2012-0179,26.62488181,90.67675591,0.65,,,,
2012,8002,Darrang,2,Darrang,0,NA,flood,2012-0179,26.44847938,92.03596836,0.65,,,,
2012,8024,Dhemaji,2,Dhemaji,0,NA,flood,2012-0179,27.58774856,94.77483408,0.65,,,,
2012,8030,Dhubri,2,Dhubri,0,NA,flood,2012-0179,26.10069773,90.02798848,0.65,,,,
2012,8068,Goalpara,2,Goalpara,0,NA,flood,2012-0179,26.04753791,90.61295409,0.65,,,,
2012,8132,Hailakandi,2,Hailakandi,0,NA,flood,2012-0179,24.49583288,92.58956318,0.65,,,,
2012,8242,Jorhat,2,Jorhat,0,NA,flood,2012-0179,26.79628642,94.27389983,0.65,,,,
2012,8257,Kamrup,2,Rangia,0,NA,flood,2012-0179,26.10199199,91.42628315,0.65,,,,
2012,8405,Lakhimpur,2,Lakhimpur,0,NA,flood,2012-0179,27.17536039,94.13589219,0.65,,,,
2012,8501,Morigaon,2,Morigaon,0,NA,flood,2012-0179,26.28548305,92.2813274,0.65,,,,
2012,8529,Nalbari,2,Nalbari,0,NA,flood,2012-0179,26.37721495,91.38373673,0.65,,,,
2012,8745,Sivasagar,2,Sibasagar,0,NA,flood,2012-0179,27.01129084,94.82044837,0.65,,,,
2012,8750,Sonitpur,2,Sonitpur,0,NA,flood,2012-0179,26.78157942,92.92678872,0.65,,,,
2012,8836,Tinsukia,2,Sadiya,0,NA,flood,2012-0179,27.58449365,95.62433404,0.65,,,,
2012,8857,Udalguri,2,Udalguri,0,NA,flood,2012-0179,26.73283045,92.01829013,0.65,,,,
2012,7821,Bageshwar,2,Bageshwarn,0,NA,flood,2012-0354,29.99572737,79.84641101,0.65,,,,
2012,8706,Rudraprayag,2,Rudraprayag,0,NA,flood,2012-0354,30.5935937,79.09749807,0.65,,,,
2012,8517,Nagaon,2,Nagaon,0,NA,flood,2012-0179,26.22552824,92.84166137,0.65,,,,
2012,7770,Arunachal Pradesh,1,Arunachal Pradesh,0,NA,flood,2012-0179,28.03850114,94.67559092,#REF!,,,,
2012,8922,Uttarakhand,1,Uttarakhand,0,NA,flood,2012-0334,30.15643883,79.1981016,0.65,,,,
2012,8688,Rajasthan,1,Rajasthan state,0,NA,flood,2012-0322,26.58324787,73.84787426,0.65,,,,
2012,7771,Arunachal Pradesh,1,Arunachal Pradesh,0,NA,flood,2012-0382,28.03850114,94.67559092,0.65,,,,
2012,7810,Assam,1,Island  Majuli state,0,NA,flood,2012-0382,26.35712666,92.82850571,0.65,,,,
2012,8736,Sikkim,1,Sikkim,0,NA,flood,2012-0382,27.57054347,88.47183367,0.65,,,,
2012,8807,Tamil Nadu,1,Tamil Nadu,0,NA,storm,2012-0425,13.45798035,80.25398335,0.65,,,,
2012,8904,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2012-0334,26.92542523,80.56098215,0.65,,,,
2012,7748,Andhra Pradesh,1,Andhra Pradesh,0,NA,storm,2012-0425,15.71260766,79.92713851,0.65,,,,
2012,30085,Rajasthan,1,Rajasthan state,0,NA,flood,2012-0322,26.58342294,73.84797344,0.65,,,,
2013,7972,Chirang,2,Chirang,0,NA,flood,2013-0282,26.62488181,90.67675591,#REF!,,,,
2013,8025,Dhemaji,2,Dhemaji,0,NA,flood,2013-0282,27.58774856,94.77483408,0.68,,,,
2013,8070,Golaghat,2,Golaghat,0,NA,flood,2013-0282,26.47903141,93.83607668,0.68,,,,
2013,8243,Jorhat,2,Jorhat,0,NA,flood,2013-0282,26.79628642,94.27389983,0.68,,,,
2013,8258,Kamrup,2,Kamrup,0,NA,flood,2013-0282,26.10199199,91.42628315,0.68,,,,
2013,8274,Karimganj,2,Karimganj,0,NA,flood,2013-0282,24.57881405,92.38127235,0.68,,,,
2013,8406,Lakhimpur,2,Lakhimpur,0,NA,flood,2013-0282,27.17536039,94.13589219,0.68,,,,
2013,8502,Morigaon,2,Morigaon,0,NA,flood,2013-0282,26.28548305,92.2813274,0.68,,,,
2013,8746,Sivasagar,2,Sibsaga,0,NA,flood,2013-0282,27.01129084,94.82044837,0.68,,,,
2013,8837,Tinsukia,2,Tinsukia,0,NA,flood,2013-0282,27.58449365,95.62433404,0.68,,,,
2013,7824,Bahraich,2,Bahraich,0,NA,flood,2013-0260,27.74197158,81.41210281,0.68,,,,
2013,7854,Barabanki,2,Barabanki,0,NA,flood,2013-0260,26.91728521,81.37096984,0.68,,,,
2013,7866,Basti,2,Basti,0,NA,flood,2013-0260,26.79008156,82.60750227,0.68,,,,
2013,8045,Faizabad,2,Faizabad,0,NA,flood,2013-0260,26.63350527,82.07168993,0.68,,,,
2013,8078,Gorakhpur,2,Gorakhpur,0,NA,flood,2013-0260,26.62470787,83.35919047,0.68,,,,
2013,8398,Kushinagar,2,Kushinagar,0,NA,flood,2013-0260,26.86454297,83.92435365,0.68,,,,
2013,8670,Rae Bareli,2,Raebareli,0,NA,flood,2013-0260,26.230355,81.12496136,0.68,,,,
2013,8731,Shravasti,2,Shravasti,0,NA,flood,2013-0260,27.67717134,81.81549084,0.68,,,,
2013,8741,Sitapur,2,Sitapur,0,NA,flood,2013-0260,27.52320753,80.84636259,0.68,,,,
2013,8763,Sultanpur,2,Sultanpur,0,NA,flood,2013-0260,26.24672901,82.21791262,0.68,,,,
2013,7890,Bhopal,2,Hopal,0,NA,flood,2013-0345,23.48179285,77.39185605,0.68,,,,
2013,8169,Hoshangabad,2,Hoshangabad,0,NA,flood,2013-0345,22.59138404,77.98498366,0.68,,,,
2013,8182,Jabalpur,2,Jabalpur,0,NA,flood,2013-0345,23.17446788,79.94316101,0.68,,,,
2013,8538,Narsimhapur,2,Narsinghpur,0,NA,flood,2013-0345,22.93719132,79.08117011,0.68,,,,
2013,8725,Seoni,2,Seoni,0,NA,flood,2013-0345,22.31738467,79.68387612,0.68,,,,
2013,8041,East Godavari,2,East Godavari,0,NA,storm,2013-0515,17.18512821,82.00214406,0.68,,,,
2013,8130,Guntur,2,Guntur,0,NA,storm,2013-0515,16.29023485,80.08194333,0.68,,,,
2013,8388,Krishna,2,Krishna,0,NA,storm,2013-0515,16.55006848,80.79256277,0.68,,,,
2013,8948,Visakhapatnam,2,Visakhapatnam distrcits,0,NA,storm,2013-0515,17.88493739,82.68205636,0.68,,,,
2013,9012,West Godavari,2,West Godavari,0,NA,storm,2013-0515,16.88638554,81.39289921,0.68,,,,
2013,8518,Nagaon,2,Nagaon,0,NA,flood,2013-0282,26.22552824,92.84166137,0.68,,,,
2013,8073,Gonda,2,Gonda,0,NA,flood,2013-0260,27.08773605,82.0125259,0.68,,,,
2013,7925,Bihar,1,Bihar,0,NA,flood,2013-0192,25.67955598,85.60447908,#REF!,,,,
2013,8167,Himachal Pradesh,1,Himachal Pradesh,0,NA,flood,2013-0192,31.92726931,77.23302517,0.68,,,,
2013,8924,Uttarakhand,1,Uttarakhand,0,NA,flood,2013-0192,30.15643883,79.1981016,0.68,,,,
2013,7812,Assam,1,Assam,0,NA,flood,2013-0345,26.35712666,92.82850571,0.68,,,,
2013,7926,Bihar,1,Bihar,0,NA,storm,2013-0482,25.67955598,85.60447908,0.68,,,,
2013,8236,Jharkhand,1,Jharkhand,0,NA,storm,2013-0482,23.65444084,85.55791494,0.68,,,,
2013,7927,Bihar,1,Bihar,0,NA,storm,2013-0401,25.67955598,85.60447908,0.68,,,,
2013,7969,Chhattisgarh,1,Chhattisgarh,0,NA,storm,2013-0401,21.26458489,82.03531186,0.68,,,,
2013,8237,Jharkhand,1,Jharkhand,0,NA,storm,2013-0401,23.65444084,85.55791494,0.68,,,,
2013,8905,Uttar Pradesh,1,Uttar Pradesh state,0,NA,storm,2013-0090,26.92542523,80.56098215,0.68,,,,
2013,7749,Andhra Pradesh,1,Andhra Pradesh,0,NA,storm,2013-0138,15.71260766,79.92713851,0.68,,,,
2013,8116,Gujarat,1,Gujarat,0,NA,flood,2013-0192,22.6903222,71.5884337,0.68,,,,
2013,8298,Karnataka,1,Karnataka,0,NA,flood,2013-0192,14.7051803,76.16643556,0.68,,,,
2013,8338,Kerala,1,Kerala,0,NA,flood,2013-0192,10.45089774,76.4057486,0.68,,,,
2013,8906,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2013-0192,26.92542523,80.56098215,0.68,,,,
2013,8997,West Bengal,1,West Bengal,0,NA,flood,2013-0192,23.81595215,87.98089998,0.68,,,,
2013,8908,Uttar Pradesh,1,Uttar Prasdesh,0,NA,flood,2013-0345,26.92542523,80.56098215,0.68,,,,
2013,7750,Andhra Pradesh,1,Andhra Pradesh,0,NA,storm,2013-0401,15.71260766,79.92713851,0.68,,,,
2013,8602,Odisha,1,Orissa,0,NA,storm,2013-0401,20.50542802,84.41805896,0.68,,,,
2013,8998,West Bengal,1,West Bengal,0,NA,storm,2013-0401,23.81595215,87.98089998,0.68,,,,
2013,7751,Andhra Pradesh,1,Andhra Pradesh,0,NA,flood,2013-0400,15.71260766,79.92713851,0.68,,,,
2013,8603,Odisha,1,Orissa,0,NA,flood,2013-0400,20.50542802,84.41805896,0.68,,,,
2013,8999,West Bengal,1,Bengale Occidental,0,NA,flood,2013-0400,23.81595215,87.98089998,0.68,,,,
2014,7817,Azamgarh,2,Azamgarh,0,NA,flood,2014-0408,26.0551594,83.04095761,0.68,,,,
2014,7841,Balrampur,2,Balrampur,0,NA,flood,2014-0408,23.58822749,83.49431398,0.75,,,,
2014,7855,Barabanki,2,Barabanki,0,NA,flood,2014-0408,26.91728521,81.37096984,0.75,,,,
2014,8046,Faizabad,2,Faizabad,0,NA,flood,2014-0408,26.63350527,82.07168993,0.75,,,,
2014,8409,Lakhimpur Kheri,2,Lakhimpur Kheri,0,NA,flood,2014-0408,28.12572584,80.65733351,0.75,,,,
2014,8732,Shravasti,2,Shravasti,0,NA,flood,2014-0408,27.67717134,81.81549084,0.75,,,,
2014,8742,Sitapur,2,Sitapur,0,NA,flood,2014-0408,27.52320753,80.84636259,0.75,,,,
2014,8069,Goalpara,2,Goalpara,0,NA,flood,2014-0391,26.04753791,90.61295409,0.75,,,,
2014,8259,Kamrup,2,Boko,0,NA,flood,2014-0391,26.10199199,91.42628315,0.75,,,,
2014,9003,West Garo Hills,2,Garo Hills,0,NA,flood,2014-0391,25.61978305,90.18615864,0.75,,,,
2014,8074,Gonda,2,Gonda,0,NA,flood,2014-0408,27.08773605,82.0125259,0.75,,,,
2014,8853,Tura,3,Tura,0,NA,flood,2014-0391,25.45441147,89.93629654,0.75,,,,
2014,8175,Hyderabad,2,Hyderabad,0,NA,storm,2014-0551,17.38481134,78.46612255,#REF!,,,,
2014,8225,Jammu And Kashmir,1,Kashmir,0,NA,storm,2014-0106,33.75977094,76.61304379,0.75,,,,
2014,8012,Delhi,3,New Delhi,0,NA,storm,2014-0182,28.64798149,77.10852932,0.75,,,,
2014,8060,Ghaziabad,2,Ghaziabad,0,NA,storm,2014-0182,28.77879365,77.47597416,0.75,,,,
2014,7813,Assam,1,Assam state,0,NA,flood,2014-0218,26.35712666,92.82850571,0.75,,,,
2014,8168,Himachal Pradesh,1,Himachal Pradesh,0,NA,flood,2014-0268,31.92726931,77.23302517,0.75,,,,
2014,8925,Uttarakhand,1,Uttarakhand,0,NA,flood,2014-0268,30.15643883,79.1981016,0.75,,,,
2014,7814,Assam,1,Assam.,0,NA,flood,2014-0408,26.35712666,92.82850571,0.75,,,,
2014,7928,Bihar,1,Bihar,0,NA,flood,2014-0408,25.67955598,85.60447908,0.75,,,,
2014,8926,Uttarakhand,1,Uttarakhand,0,NA,flood,2014-0408,30.15643883,79.1981016,0.75,,,,
2014,7970,Chhattisgarh,1,Chhattisgarh,0,NA,storm,2014-0392,21.26458489,82.03531186,0.75,,,,
2014,8949,Visakhapatnam,2,Visakhapathnam city,0,NA,storm,2014-0392,17.88493739,82.68205636,0.75,,,,
2014,7753,Andhra Pradesh,1,Andhra Pradesh,0,NA,storm,2014-0551,15.71260766,79.92713851,0.75,,,,
2014,9000,West Bengal,1,West Bengal.,0,NA,storm,2014-0182,23.81595215,87.98089998,0.75,,,,
2014,8604,Odisha,1,Orissa state,0,NA,flood,2014-0313,20.50542802,84.41805896,0.75,,,,
2014,8605,Odisha,1,Odisha state,0,NA,flood,2014-0409,20.50542802,84.41805896,0.75,,,,
2014,8606,Odisha,1,South Odisha,0,NA,storm,2014-0392,20.50542802,84.41805896,0.75,,,,
2014,8190,Jaipur,2,Kora Pani,0,NA,storm,2014-0106,26.98375164,75.71827969,0.75,,,,
2014,30086,Jammu And Kashmir,1,Jammu region. almost all 10 districts affected,0,NA,flood,2014-0343,33.75942968,76.61263777,0.75,,,,
2015,8413,Madhepura,2,Madhepura,0,NA,storm,2015-0164,25.82520677,86.89026818,#REF!,,,,
2015,8418,Madhubani,2,Madhubani,0,NA,storm,2015-0164,26.40674188,86.21186545,0.91,,,,
2015,8669,Purnia,2,Purnia,0,NA,storm,2015-0164,25.81754275,87.40090119,0.91,,,,
2015,8740,Sitamarhi,2,Sitamarhi,0,NA,storm,2015-0164,26.59651346,85.55755515,0.91,,,,
2015,8766,Supaul,2,Supaul,0,NA,storm,2015-0164,26.24745361,86.79137468,0.91,,,,
2015,7683,Amreli,2,Amreli,0,NA,flood,2015-0249,21.42212608,71.26448769,0.91,,,,
2015,8693,Rajkot,2,Rajkot,0,NA,flood,2015-0249,22.0149433,70.76149605,0.91,,,,
2015,8771,Surat,2,Surat,0,NA,flood,2015-0249,21.26454257,73.0734589,0.91,,,,
2015,43909,Virudunagar,2,Virudhunagar district,0,NA,flood,2015-0207,9.480564065,77.89435616,#REF!,,,,
2015,43921,Sonitpur,2,Sonitpur,0,NA,flood,2015-0413,26.78257766,92.92733398,0.91,,,,
2015,43922,Dhemaji,2, Dhemaji districts ,0,NA,flood,2015-0413,27.5903576,94.78022274,0.91,,,,
2015,43924,Lakhimpur,2, Lakhimpur,0,NA,flood,2015-0413,27.1743511,94.13502058,0.91,,,,
2015,43925,Kokrajhar,2, Kokrajhar,0,NA,flood,2015-0413,26.58434301,90.19811008,0.91,,,,
2015,43927,Goalpara,2, Goalpara,0,NA,flood,2015-0317,26.04803491,90.60869689,0.91,,,,
2015,43929,Darrang,2, Darrang,0,NA,flood,2015-0317,26.44938205,92.0344264,0.91,,,,
2015,43930,Karbi Anglong,2, Karbi Anglong,0,NA,flood,2015-0317,26.06838073,93.14761961,0.91,,,,
2015,43931,Kachchh,2,Kachchh,0,NA,flood,2015-0317,23.62539958,69.96716133,0.91,,,,
2015,43932,Dhemaji,2, Dhemaji,0,NA,flood,2015-0317,27.5903576,94.78022274,0.91,,,,
2015,43933,Maldah,2, Malda,0,NA,flood,2015-0317,25.13575204,88.08761228,0.91,,,,
2015,43935,Jalpaiguri,2, Jalpaiguri districts ,0,NA,flood,2015-0317,26.68622685,88.76391847,0.91,,,,
2015,43936,Lakhimpur,2, Lakhimpur,0,NA,flood,2015-0317,27.1743511,94.13502058,0.91,,,,
2015,43937,Jorhat,2, Jorhat,0,NA,flood,2015-0317,26.79524644,94.27414916,0.91,,,,
2015,43938,Banas Kantha,2, Banas Kantha districts ,0,NA,flood,2015-0317,24.28101994,72.03944992,0.91,,,,
2015,43939,Dhubri,2, Dhuburi,0,NA,flood,2015-0317,26.10159837,90.02789028,0.91,,,,
2015,43942,Morigaon,2, Marigaon districts ,0,NA,flood,2015-0317,26.28572399,92.28019515,0.91,,,,
2015,43943,Patan,2, Patan,0,NA,flood,2015-0317,23.76791761,71.80016255,0.91,,,,
2015,43947,Sibsagar,3, Sibsagar districts ,0,NA,flood,2015-0406,27.01228832,94.81926657,0.91,,,,
2015,43948,Cachar,2, Cachar,0,NA,flood,2015-0406,24.81395989,92.85687296,0.91,,,,
2015,43949,Jorhat,2, Jorhat,0,NA,flood,2015-0406,26.79524644,94.27414916,0.91,,,,
2015,43950,Lakhimpur,2, Lakhimpur,0,NA,flood,2015-0406,27.1743511,94.13502058,0.91,,,,
2015,43951,Goalpara,2, Goalpara,0,NA,flood,2015-0406,26.04803491,90.60869689,0.91,,,,
2015,43952,Darrang,2, Darrang,0,NA,flood,2015-0406,26.44938205,92.0344264,0.91,,,,
2015,43953,Dibrugarh,2, Dibrugarh,0,NA,flood,2015-0406,27.3714173,95.05490893,0.91,,,,
2015,43954,Morigaon,2, Marigaon,0,NA,flood,2015-0406,26.28572399,92.28019515,0.91,,,,
2015,43955,Tinsukia,2, Tinsukia,0,NA,flood,2015-0406,27.58426781,95.62551853,0.91,,,,
2015,43956,Kamrup,2, Kamrup,0,NA,flood,2015-0406,26.10362335,91.42709144,0.91,,,,
2015,43957,Bongaigaon,2, Bongaigaon,0,NA,flood,2015-0406,26.34628122,90.6135107,0.91,,,,
2015,43958,Dhemaji,2,Dhemaji,0,NA,flood,2015-0406,27.5903576,94.78022274,0.91,,,,
2015,43960,Barpeta,2, Barpeta,0,NA,flood,2015-0406,26.33773804,91.00368935,0.91,,,,
2015,43961,Nalbari,2, Nalbari,0,NA,flood,2015-0406,26.37544176,91.38392877,0.91,,,,
2015,43962,Sonitpur,2, Sonitpur,0,NA,flood,2015-0406,26.78257766,92.92733398,0.91,,,,
2015,43963,Kokrajhar,2, Kokrajhar,0,NA,flood,2015-0406,26.58434301,90.19811008,0.91,,,,
2015,43964,Malkangiri,2, Malkangiri districts ,0,NA,storm,2015-0450,18.25050073,81.94802601,0.91,,,,
2015,43965,Nabarangapur,2, Nabarangpur,0,NA,storm,2015-0450,19.58251006,82.3299581,0.91,,,,
2015,43973,Nagappattinam,2, Nagapattinam,0,NA,flood,2015-0504,10.86369109,79.73608696,0.91,,,,
2015,43974,Cuddalore,2, Cuddalore,0,NA,flood,2015-0504,11.52509297,79.4452285,0.91,,,,
2015,43975,Viluppuram,2, Villupuram districts ,0,NA,flood,2015-0504,11.9603251,79.28446742,0.91,,,,
2015,43976,Prakasam,2, Prakasam,0,NA,flood,2015-0504,15.6113679,79.50950386,0.91,,,,
2015,43977,Chittoor,2,Chittoor,0,NA,flood,2015-0504,13.45659736,79.00393766,0.91,,,,
2015,43978,Thiruvallur,2, Thiruvallur,0,NA,flood,2015-0504,13.23533078,79.93251948,0.91,,,,
2015,43979,Kancheepuram,2, Kancheepuram,0,NA,flood,2015-0504,12.68130607,79.93615675,0.91,,,,
2015,43980,Cuddapah,3, Cuddapah,0,NA,flood,2015-0504,14.46974226,78.73371337,0.91,,,,
2015,43981,Chennai,2, Chennai,0,NA,flood,2015-0504,13.04808637,80.23495207,0.91,,,,
2015,43985,Nellore,2, Nellore districts ,0,NA,flood,2015-0504,14.43525601,79.719986,0.91,,,,
2015,8226,Jammu And Kashmir,1,Jammu and Kashmir,0,NA,storm,2015-0126,33.75977094,76.61304379,0.91,,,,
2015,8689,Rajasthan,1,Rajsthan,0,NA,storm,2015-0126,26.58324787,73.84787426,0.91,,,,
2015,8927,Uttarakhand,1,Uttarakhand,0,NA,storm,2015-0126,30.15643883,79.1981016,0.91,,,,
2015,8227,Jammu And Kashmir,1,Kashmir,0,NA,flood,2015-0107,33.75977094,76.61304379,0.91,,,,
2015,8852,Tripura,1,Tripura state,0,NA,storm,2015-0118,23.74764472,91.74347749,0.91,,,,
2015,8254,Kalimpong,3,Kalimpong,0,NA,flood,2015-0253,27.03379993,88.63001852,#REF!,,,,
2015,8468,Maharashtra,1,Maharashtra,0,NA,flood,2015-0249,19.44975928,76.10822143,#REF!,,,,
2015,41583,Telangana,1, Telangana,0,NA,drought,2015-9618,17.79483995,79.05945705,#REF!,,,,
2015,41584,Tamil Nadu,1,Tamil Nadu,0,NA,drought,2015-9618,11.00747266,78.40167065,0.91,,,,
2015,41585,Chhattisgarh,1, Chhattisgarh,0,NA,drought,2015-9618,21.26470475,82.03536606,0.91,,,,
2015,41586,Rajasthan,1, Rajasthan,0,NA,drought,2015-9618,26.58342294,73.84797344,0.91,,,,
